Location URL,Location Name,Car Name,Category,Seating Capacity,Doors,Large Bags,Small Bags,Transmission,Air Conditioning,Fuel Type,ACRISS Code,Supplier,Price,Price Note,Pickup,Dropoff,mileage policy,Minimum Driver age,Payment Methods,Search Link,Image File
https://www.stressfreecarrental.com/en/car-hire-locations/canada/ajax,Ajax,Chevrolet Traverse,Large,7,0,2,2,Automatic,Yes,,,,$ 49.91,per day,11/10/2025 11:00:00,14/10/2025 11:00:00,Unlimited,18,Credit Cards only,https://www.stressfreecarrental.com/en/search-results?searchRef=C5AD54C4E1034628AE12AAD8877E6FD3&searchResultId=2,Failed
https://www.stressfreecarrental.com/en/car-hire-locations/canada/ajax,Ajax,Chevrolet Traverse,SUV,7,0,2,2,Automatic,Yes,,,,$ 49.91,per day,11/10/2025 11:00:00,14/10/2025 11:00:00,Unlimited,18,Credit Cards only,https://www.stressfreecarrental.com/en/search-results?searchRef=C5AD54C4E1034628AE12AAD8877E6FD3&searchResultId=2,Failed
https://www.stressfreecarrental.com/en/car-hire-locations/canada/ajax,Ajax,Ford E350 Cargo,Van,2,0,1,1,Automatic,Yes,,,,$ 55.01,per day,11/10/2025 11:00:00,14/10/2025 11:00:00,Unlimited,18,Credit Cards only,https://www.stressfreecarrental.com/en/search-results?searchRef=C5AD54C4E1034628AE12AAD8877E6FD3&searchResultId=115,Failed
https://www.stressfreecarrental.com/en/car-hire-locations/canada/ajax,Ajax,Dodge Grand Caravan,People Carrier,7,0,1,2,Automatic,Yes,,,,$ 62.17,per day,11/10/2025 11:00:00,14/10/2025 11:00:00,Unlimited,18,Credit Cards only,https://www.stressfreecarrental.com/en/search-results?searchRef=C5AD54C4E1034628AE12AAD8877E6FD3&searchResultId=1,Failed
https://www.stressfreecarrental.com/en/car-hire-locations/canada/ajax,Ajax,Corolla Hatchback,Medium,5,4,1,1,Automatic,Yes,,,,$ 69.28,per day,11/10/2025 11:00:00,14/10/2025 11:00:00,600 km,18,Credit Cards only,https://www.stressfreecarrental.com/en/search-results?searchRef=C5AD54C4E1034628AE12AAD8877E6FD3&searchResultId=35,car_5_Corolla_Hatchback.jpg
https://www.stressfreecarrental.com/en/car-hire-locations/canada/ajax,Ajax,Kia Rio,Small,5,0,1,1,Automatic,Yes,,,,$ 77.09,per day,11/10/2025 11:00:00,14/10/2025 11:00:00,600 km per rental,18,Credit Cards only,https://www.stressfreecarrental.com/en/search-results?searchRef=C5AD54C4E1034628AE12AAD8877E6FD3&searchResultId=10,car_6_Kia_Rio.jpg
https://www.stressfreecarrental.com/en/car-hire-locations/canada/ajax,Ajax,FORD MUSTANG,Convertible,4,2,2,1,Automatic,Yes,,,,$ 151.14,per day,19/10/2025 01:00:00,23/10/2025 01:00:00,Unlimited,18,Credit Cards only,https://www.stressfreecarrental.com/en/search-results?searchRef=1289623FB5364BF8B43860B3B1E755AC&searchResultId=438,car_7_FORD_MUSTANG.jpg
https://www.stressfreecarrental.com/en/car-hire-locations/canada/ajax,Ajax,Kia Telluride,Premium,8,0,2,0,Automatic,Yes,,,,$ 205.27,per day,11/10/2025 11:00:00,14/10/2025 11:00:00,600 km per rental,18,Credit Cards only,https://www.stressfreecarrental.com/en/search-results?searchRef=C5AD54C4E1034628AE12AAD8877E6FD3&searchResultId=23,car_8_Kia_Telluride.jpg
https://www.stressfreecarrental.com/en/car-hire-locations/canada/ajax,Ajax,MAZDA CX5,Intermediate,5,,2,1,Automatic,No,,,,,,29/09/2025 00:00:00,04/10/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/ajax,Ajax,KIA SELTOS,Compact,5,,1,1,Automatic,No,,,,,,26/09/2025 00:00:00,06/10/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/ajax,Ajax,CHEVROLET TRAX,Compact,5,,1,1,Automatic,No,,,,,,15/09/2025 00:00:00,25/09/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/ajax,Ajax,KIA SPORTAGE,Intermediate,5,,2,1,Automatic,No,,,,,,25/09/2025 00:00:00,01/10/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/ajax,Ajax,TOYOTA LANDCRUISER PRADO,Premium,7,,2,3,Automatic,No,,,,,,05/07/2025 00:00:00,02/09/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/ajax,Ajax,KIA SELTOS,Compact,5,,1,1,Automatic,No,,,,,,18/09/2025 00:00:00,23/09/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/ajax,Ajax,FORD FOCUS,Compact,5,,1,1,Automatic,No,,,,,,15/09/2025 00:00:00,21/09/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/ajax,Ajax,SEAT ARONA,Compact,5,,1,1,Manual,No,,,,,,14/09/2025 00:00:00,21/09/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/ajax,Ajax,TOYOTA RAV4 HYBRID,Compact,5,,1,1,Automatic,No,,,,,,10/09/2025 00:00:00,16/09/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/ajax,Ajax,NISSAN ROGUE,Intermediate,5,,2,1,Automatic,No,,,,,,10/09/2025 00:00:00,16/09/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/ajax,Ajax,VW JETTA,Standard,5,,2,1,Automatic,No,,,,,,14/09/2025 00:00:00,21/09/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/ajax,Ajax,TOYOTA COROLLA,Compact,4,4,1,1,Automatic,No,,,,,,14/09/2025 00:00:00,21/09/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/ajax,Ajax,CHEVROLET SPARK,Economy,4,,1,1,Automatic,No,,,,,,22/08/2025 00:00:00,03/09/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/ajax,Ajax,NISSAN ROGUE,Intermediate,5,,2,1,Automatic,No,,,,,,15/08/2025 00:00:00,29/08/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/ajax,Ajax,KIA PICANTO,Mini,4,2,0,2,Manual,No,,,,,,30/08/2025 00:00:00,04/09/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/ajax,Ajax,RENAULT CAPTUR,Compact,5,4,1,1,Manual,No,,,,,,23/08/2025 00:00:00,06/09/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/ajax,Ajax,CHEVROLET TRAX,Compact,5,,1,1,Automatic,No,,,,,,30/08/2025 00:00:00,05/09/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/ajax,Ajax,TOYOTA COROLLA,Compact,4,4,1,1,Automatic,No,,,,,,02/09/2025 00:00:00,06/09/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/ajax,Ajax,VOLKSWAGEN ID.4,IntermediateElite,5,,2,1,Automatic,No,,,,,,05/09/2025 00:00:00,14/09/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/ajax,Ajax,FORD FOCUS,Compact,5,,1,1,Automatic,No,,,,,,29/08/2025 00:00:00,04/09/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/ajax,Ajax,FORD FOCUS,Compact,5,,1,1,Automatic,No,,,,,,01/07/2025 00:00:00,31/08/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/ajax,Ajax,KIA K4,Intermediate,5,,2,1,Automatic,No,,,,,,23/08/2025 00:00:00,29/08/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/ajax,Ajax,Manager''s Selection,Special,5,,2,3,Automatic,No,,,,,,04/08/2025 00:00:00,07/08/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/ajax,Ajax,NISSAN PATHFINDER,Fullsize,7,,2,2,Automatic,No,,,,,,23/07/2025 00:00:00,10/08/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/ajax,Ajax,FORD FIESTA,Economy,5,,1,1,Automatic,No,,,,,,07/08/2025 00:00:00,10/08/2025 00:00:00,Unlimited,18,Credit Cards only,,car_33_FORD_FIESTA.jpg
https://www.stressfreecarrental.com/en/car-hire-locations/canada/ajax,Ajax,VOLKSWAGEN JETTA,Standard,5,,2,1,Automatic,No,,,,,,27/07/2025 00:00:00,03/08/2025 00:00:00,Unlimited,18,Credit Cards only,,car_34_VOLKSWAGEN_JETTA.jpg
https://www.stressfreecarrental.com/en/car-hire-locations/canada/ajax,Ajax,VOLKSWAGEN ID.3,CompactElite,5,4,1,1,Automatic,No,,,,,,17/07/2025 00:00:00,22/07/2025 00:00:00,Unlimited,18,Credit Cards only,,car_35_VOLKSWAGEN_ID_3.jpg
https://www.stressfreecarrental.com/en/car-hire-locations/canada/ajax,Ajax,TOYOTA HIACE 12 SEATS,Premium,12,,2,3,Automatic,No,,,,,,22/05/2025 00:00:00,25/05/2025 00:00:00,Unlimited,18,Credit Cards only,,car_36_TOYOTA_HIACE_12_SEATS.jpg
https://www.stressfreecarrental.com/en/car-hire-locations/canada/ajax,Ajax,RENAULT GRAND SCENIC,Standard,7,,2,1,Manual,No,,,,,,26/05/2025 00:00:00,30/05/2025 00:00:00,Unlimited,18,Credit Cards only,,car_37_RENAULT_GRAND_SCENIC.jpg
https://www.stressfreecarrental.com/en/car-hire-locations/canada/ajax,Ajax,HERTZ MYSTERY VEHICLE AUTO,Special,5,,2,3,Automatic,No,,,,,,17/02/2025 00:00:00,13/04/2025 00:00:00,Unlimited,18,Credit Cards only,,car_38_HERTZ_MYSTERY_VEHICLE_AUTO.jpg
https://www.stressfreecarrental.com/en/car-hire-locations/canada/ajax,Ajax,PEUGEOT 208,Economy,5,,1,1,Manual,No,,,,,,02/04/2025 00:00:00,06/04/2025 00:00:00,Unlimited,18,Credit Cards only,,car_39_PEUGEOT_208.jpg
https://www.stressfreecarrental.com/en/car-hire-locations/canada/ajax,Ajax,VOLKSWAGEN POLO,Economy,5,4,2,0,Manual,No,,,,,,15/12/2023 00:00:00,18/12/2023 00:00:00,Unlimited,18,Credit Cards only,,car_40_VOLKSWAGEN_POLO.jpg
https://www.stressfreecarrental.com/en/car-hire-locations/canada/toronto,Toronto,Elantra,Large,5,4,2,1,Automatic,Yes,,,,$ 35.64,per day,13/11/2025 13:30:00,27/11/2025 13:30:00,2800 km,18,Credit Cards only,https://www.stressfreecarrental.com/en/search-results?searchRef=9AE40C457C1044B1BB5901A15D86A942&searchResultId=261,car_1_Elantra.jpg
https://www.stressfreecarrental.com/en/car-hire-locations/canada/toronto,Toronto,Corolla Hatchback,Medium,5,4,1,1,Automatic,Yes,,,,$ 35.64,per day,13/11/2025 13:30:00,27/11/2025 13:30:00,2800 km,18,Credit Cards only,https://www.stressfreecarrental.com/en/search-results?searchRef=9AE40C457C1044B1BB5901A15D86A942&searchResultId=231,car_2_Corolla_Hatchback.jpg
https://www.stressfreecarrental.com/en/car-hire-locations/canada/toronto,Toronto,Kia Rio,Small,5,0,1,1,Automatic,Yes,,,,$ 36.90,per day,13/11/2025 13:30:00,27/11/2025 13:30:00,2800 km per rental,18,Credit Cards only,https://www.stressfreecarrental.com/en/search-results?searchRef=9AE40C457C1044B1BB5901A15D86A942&searchResultId=303,car_3_Kia_Rio.jpg
https://www.stressfreecarrental.com/en/car-hire-locations/canada/toronto,Toronto,Kia Soul,SUV,5,0,1,1,Automatic,Yes,,,,$ 39.00,per day,13/11/2025 13:30:00,27/11/2025 13:30:00,2800 km per rental,18,Credit Cards only,https://www.stressfreecarrental.com/en/search-results?searchRef=9AE40C457C1044B1BB5901A15D86A942&searchResultId=307,car_4_Kia_Soul.jpg
https://www.stressfreecarrental.com/en/car-hire-locations/canada/toronto,Toronto,FORD F150,Premium,5,0,2,3,Automatic,Yes,,,,$ 65.63,per day,13/11/2025 13:30:00,27/11/2025 13:30:00,Unlimited,18,Credit Cards only,https://www.stressfreecarrental.com/en/search-results?searchRef=9AE40C457C1044B1BB5901A15D86A942&searchResultId=480,car_5_FORD_F150.jpg
https://www.stressfreecarrental.com/en/car-hire-locations/canada/toronto,Toronto,FORD MUSTANG,Convertible,4,2,2,1,Automatic,Yes,,,,$ 82.82,per day,13/11/2025 13:30:00,27/11/2025 13:30:00,Unlimited,18,Credit Cards only,https://www.stressfreecarrental.com/en/search-results?searchRef=9AE40C457C1044B1BB5901A15D86A942&searchResultId=477,car_6_FORD_MUSTANG.jpg
https://www.stressfreecarrental.com/en/car-hire-locations/canada/toronto,Toronto,Grand Caravan 7 PAX Auto,People Carrier,7,0,1,2,Automatic,Yes,,,,$ 89.14,per day,13/11/2025 13:30:00,27/11/2025 13:30:00,2800 km,18,Credit Cards only,https://www.stressfreecarrental.com/en/search-results?searchRef=9AE40C457C1044B1BB5901A15D86A942&searchResultId=242,car_7_Grand_Caravan_7_PAX_Auto.jpg
https://www.stressfreecarrental.com/en/car-hire-locations/canada/toronto,Toronto,MAZDA CX5,Intermediate,5,,2,1,Automatic,No,,,,,,29/09/2025 00:00:00,04/10/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/toronto,Toronto,KIA SELTOS,Compact,5,,1,1,Automatic,No,,,,,,26/09/2025 00:00:00,06/10/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/toronto,Toronto,FORD ESCAPE,Intermediate,5,,2,1,Automatic,No,,,,,,15/09/2025 00:00:00,26/09/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/toronto,Toronto,CHEVROLET TRAX,Compact,5,,1,1,Automatic,No,,,,,,15/09/2025 00:00:00,25/09/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/toronto,Toronto,FORD F150,Premium,5,,2,3,Automatic,No,,,,,,08/09/2025 00:00:00,25/09/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/toronto,Toronto,KIA SPORTAGE,Intermediate,5,,2,1,Automatic,No,,,,,,25/09/2025 00:00:00,01/10/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/toronto,Toronto,TOYOTA LANDCRUISER PRADO,Premium,7,,2,3,Automatic,No,,,,,,05/07/2025 00:00:00,02/09/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/toronto,Toronto,KIA SELTOS,Compact,5,,1,1,Automatic,No,,,,,,18/09/2025 00:00:00,23/09/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/toronto,Toronto,FORD FOCUS,Compact,5,,1,1,Automatic,No,,,,,,15/09/2025 00:00:00,21/09/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/toronto,Toronto,SEAT ARONA,Compact,5,,1,1,Manual,No,,,,,,14/09/2025 00:00:00,21/09/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/toronto,Toronto,TOYOTA RAV4 HYBRID,Compact,5,,1,1,Automatic,No,,,,,,10/09/2025 00:00:00,16/09/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/toronto,Toronto,NISSAN ROGUE,Intermediate,5,,2,1,Automatic,No,,,,,,10/09/2025 00:00:00,16/09/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/toronto,Toronto,TOYOTA RAV4,Intermediate,5,,2,1,Automatic,No,,,,,,03/09/2025 00:00:00,16/09/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/toronto,Toronto,VW JETTA,Standard,5,,2,1,Automatic,No,,,,,,14/09/2025 00:00:00,21/09/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/toronto,Toronto,FORD ESCAPE,Intermediate,5,,2,1,Automatic,No,,,,,,07/09/2025 00:00:00,13/09/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/toronto,Toronto,TOYOTA COROLLA,Compact,4,4,1,1,Automatic,No,,,,,,14/09/2025 00:00:00,21/09/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/toronto,Toronto,CHEVROLET SPARK,Economy,4,,1,1,Automatic,No,,,,,,22/08/2025 00:00:00,03/09/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/toronto,Toronto,NISSAN ROGUE,Intermediate,5,,2,1,Automatic,No,,,,,,15/08/2025 00:00:00,29/08/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/toronto,Toronto,KIA PICANTO,Mini,4,2,0,2,Manual,No,,,,,,30/08/2025 00:00:00,04/09/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/toronto,Toronto,RENAULT CAPTUR,Compact,5,4,1,1,Manual,No,,,,,,23/08/2025 00:00:00,06/09/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/toronto,Toronto,HYUNDAI VENUE,Compact,5,,1,1,Automatic,No,,,,,,17/08/2025 00:00:00,27/08/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/toronto,Toronto,CHEVROLET TRAX,Compact,5,,1,1,Automatic,No,,,,,,30/08/2025 00:00:00,05/09/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/toronto,Toronto,TOYOTA COROLLA,Compact,4,4,1,1,Automatic,No,,,,,,02/09/2025 00:00:00,06/09/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/toronto,Toronto,VOLKSWAGEN ID.4,IntermediateElite,5,,2,1,Automatic,No,,,,,,05/09/2025 00:00:00,14/09/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/toronto,Toronto,FORD FOCUS,Compact,5,,1,1,Automatic,No,,,,,,29/08/2025 00:00:00,04/09/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/toronto,Toronto,FORD FOCUS,Compact,5,,1,1,Automatic,No,,,,,,01/07/2025 00:00:00,31/08/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/toronto,Toronto,FORD ESCAPE,Intermediate,5,,2,1,Automatic,No,,,,,,01/08/2025 00:00:00,26/08/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/toronto,Toronto,KIA K4,Intermediate,5,,2,1,Automatic,No,,,,,,23/08/2025 00:00:00,29/08/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/toronto,Toronto,FORD ESCAPE,Intermediate,5,,2,1,Automatic,No,,,,,,23/08/2025 00:00:00,27/08/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/toronto,Toronto,HYUNDAI VENUE,Compact,5,,1,1,Automatic,No,,,,,,18/08/2025 00:00:00,25/08/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/toronto,Toronto,Manager''s Selection,Special,5,,2,3,Automatic,No,,,,,,04/08/2025 00:00:00,07/08/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/toronto,Toronto,HYUNDAI VENUE,Compact,5,,1,1,Automatic,No,,,,,,02/08/2025 00:00:00,19/08/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/toronto,Toronto,FORD F150,Premium,5,,2,3,Automatic,No,,,,,,30/07/2025 00:00:00,13/08/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/toronto,Toronto,FORD ESCAPE,Intermediate,5,,2,1,Automatic,No,,,,,,03/08/2025 00:00:00,12/08/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/toronto,Toronto,NISSAN PATHFINDER,Fullsize,7,,2,2,Automatic,No,,,,,,23/07/2025 00:00:00,10/08/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/toronto,Toronto,FORD EXPEDITION,Fullsize,7,,2,2,Automatic,No,,,,,,14/07/2025 00:00:00,31/07/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/toronto,Toronto,FORD FIESTA,Economy,5,,1,1,Automatic,No,,,,,,07/08/2025 00:00:00,10/08/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/toronto,Toronto,FORD ESCAPE,Intermediate,5,,2,1,Automatic,No,,,,,,09/08/2025 00:00:00,19/08/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/toronto,Toronto,VOLKSWAGEN JETTA,Standard,5,,2,1,Automatic,No,,,,,,27/07/2025 00:00:00,03/08/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/toronto,Toronto,VOLKSWAGEN ATLAS,Premium,7,,2,3,Automatic,No,,,,,,15/07/2025 00:00:00,25/07/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/toronto,Toronto,VOLKSWAGEN ID.3,CompactElite,5,4,1,1,Automatic,No,,,,,,17/07/2025 00:00:00,22/07/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/toronto,Toronto,NISSAN PATHFINDER,Standard,5,5,2,1,Automatic,No,,,,,,20/07/2025 00:00:00,23/07/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/toronto,Toronto,FORD EDGE AWD,Standard,5,,2,1,Automatic,No,,,,,,02/07/2025 00:00:00,16/07/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/toronto,Toronto,DODGE DURANGO,Premium,7,,2,3,Automatic,No,,,,,,03/07/2025 00:00:00,03/08/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/toronto,Toronto,TOYOTA HIACE 12 SEATS,Premium,12,,2,3,Automatic,No,,,,,,22/05/2025 00:00:00,25/05/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/toronto,Toronto,RENAULT GRAND SCENIC,Standard,7,,2,1,Manual,No,,,,,,26/05/2025 00:00:00,30/05/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/toronto,Toronto,KIA FORTE,Intermediate,5,,2,1,Automatic,No,,,,,,14/05/2025 00:00:00,17/05/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/toronto,Toronto,HERTZ MYSTERY VEHICLE AUTO,Special,5,,2,3,Automatic,No,,,,,,17/02/2025 00:00:00,13/04/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/toronto,Toronto,AUDI A4 OR BMW 3 SERIES,Luxury,5,,2,3,Automatic,No,,,,,,12/04/2025 00:00:00,19/04/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/toronto,Toronto,PEUGEOT 208,Economy,5,,1,1,Manual,No,,,,,,02/04/2025 00:00:00,06/04/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/toronto,Toronto,"MERCEDES-BENZ GLC, AUDI Q5, BMW X3",PremiumElite,5,,2,3,Automatic,No,,,,,,05/04/2025 00:00:00,18/04/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/toronto,Toronto,HYUNDAI VENUE,Compact,5,,1,1,Automatic,No,,,,,,13/03/2025 00:00:00,23/03/2025 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/toronto,Toronto,CHRYSLER PACIFICA,Mini,7,,1,2,Automatic,No,,,,,,19/12/2024 00:00:00,28/12/2024 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/toronto,Toronto,"FORD EXPEDITION MAX, JEEP WAGONEER L",Premium,8,,2,3,Automatic,No,,,,,,22/11/2024 00:00:00,04/12/2024 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/toronto,Toronto,FORD F150,Premium,5,,2,3,Automatic,No,,,,,,24/10/2024 00:00:00,03/11/2024 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/toronto,Toronto,FORD F150,Premium,5,,2,3,Automatic,No,,,,,,01/10/2024 00:00:00,14/10/2024 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/toronto,Toronto,KIA RIO,Economy,4,,1,1,Automatic,No,,,,,,21/09/2024 00:00:00,05/10/2024 00:00:00,Unlimited,18,Credit Cards only,,N/A
https://www.stressfreecarrental.com/en/car-hire-locations/canada/toronto,Toronto,VOLKSWAGEN POLO,Economy,5,4,2,0,Manual,No,,,,,,15/12/2023 00:00:00,18/12/2023 00:00:00,Unlimited,18,Credit Cards only,,N/A
